"Key","bn","en","es","hi","id","ptg","tl","ur","vi","zh"
"telegram_nosettle","আপনার বাজি এখনও নিষ্পত্তি করা হয়নি. আপনি বাজি কেন্দ্রে আপনার বাজি পরীক্ষা করতে পারেন।","Your bet has not been settled yet. You can check your bet in the bet center.","Tu apuesta aún no se ha resuelto. Puedes consultar tu apuesta en el centro de apuestas.","आपकी शर्त अभी तक तय नहीं हुई है. आप बेट सेंटर में अपना दांव जांच सकते हैं।","Taruhan Anda belum diselesaikan. Anda dapat memeriksa taruhan Anda di pusat taruhan.","Sua aposta ainda não foi liquidada. Você pode verificar sua aposta no centro de apostas.","Hindi pa naaayos ang iyong taya. Maaari mong suriin ang iyong taya sa Bet Center.","آپ کی شرط ابھی تک طے نہیں ہوئی ہے۔ آپ بیٹ سینٹر میں اپنی شرط چیک کر سکتے ہیں۔","Khoản cược của bạn vẫn chưa được thanh toán. Bạn có thể kiểm tra khoản cược của mình trong trung tâm cược.","您的注单还未结算，您可以到注单中心查看您的注单。"
"telegram_noShow1day","আজ আর দেখাবেন না","Do not show again today","No mostrar nuevamente hoy.","आज दोबारा मत दिखाना","Jangan tampilkan lagi hari ini","Não mostrar novamente hoje","Huwag ipakita muli ngayon","آج پھر مت دکھانا","Không hiển thị lại hôm nay","当天不再提示"
"telegram_hdjc","ইভেন্ট টিউটোরিয়াল","Event Tutorial","Tutorial de eventos.","इवेंट ट्यूटोरियल","Tutorial Event","Tutorial do Evento","Tutorial sa Kaganapan","ایونٹ ٹیوٹوریل","Hướng dẫn về Sự kiện","活动教程"
"telegram_tzjc","পণ টিউটোরিয়াল","Betting Tutorial","Tutorial de apuestas.","सट्टेबाजी ट्यूटोरियल","Tutorial Taruhan","Tutorial de Apostas","Tutorial sa Pagtaya","بیٹنگ ٹیوٹوریل","Hướng dẫn Cược","投注教程"
"telegram_txjc","প্রত্যাহারের টিউটোরিয়াল","Withdrawal Tutorial","Tutorial de retiro.","निकासी ट्यूटोरियल","Tutorial Penarikan","Tutorial de Retirada","Tutorial sa Pag-withdraw","واپسی ٹیوٹوریل","Hướng dẫn Rút tiền","提现教程"
"telegram_czjc","রিচার্জ টিউটোরিয়াল","Recharge Tutorial","Tutorial de recarga.","रिचार्ज ट्यूटोरियल","Tutorial Isi Ulang","Tutorial de Recarga","Tutorial sa Pag-recharge","ریچارج ٹیوٹوریل","Hướng dẫn Tái nạp","充值教程"
"send_success","আপনার ইনবক্স এবং জাঙ্ক/স্প্যাম ফোল্ডার উভয়ই চেক করুন।","Check both your inbox and junk/spam folders.","Revisa tanto tu bandeja de entrada como las carpetas de correo no deseado/spam.","अपने इनबॉक्स और जंक/स्पैम फ़ोल्डर दोनों की जाँच करें।","Periksa kotak masuk dan folder sampah/spam Anda.","Check both your inbox and junk/spam folders.","Suriin ang iyong Inbox at Folder ng Junk/Spam.","اپنے ان باکس اور جنک/سپیم فولڈرز دونوں کو چیک کریں۔","Kiểm tra cả hộp thư đến lẫn thư mục thư rác/thư không mong muốn của bạn.","请检查您的收件箱和垃圾/垃圾邮件文件夹。"
"verify_success","আপনি সফলভাবে আপনার ইমেল যাচাই করেছেন.","You have successfully verified your email.","Has verificado tu correo electrónico con éxito.","आपने अपना ईमेल सफलतापूर्वक सत्यापित कर लिया है.","Anda telah berhasil memverifikasi email Anda.","You have successfully verified your email.","Matagumpay mong na-verify ang iyong Email.","آپ نے کامیابی کے ساتھ اپنے ای میل کی تصدیق کر لی ہے۔","Bạn đã xác thực thành công email của mình.","You have successfully verified your email."
"cpf_num_only","শুধুমাত্র CPF নম্বর","CPF number only","Solo número de CPF.","केवल CPF नंबर","CPF number only","CPF number only","CPF number only","صرف CPF نمبر","CPF number only","CPF number only"
"BTI1","সকার","Soccer","Fútbol","फुटबॉल","Sepak Bola","Futebol","Soccer","ساکر","Bóng đá","足球"
"BTI2","বাস্কেটবল","BasketBall","Baloncesto.","बास्केटबॉल","Bola Basket","Basquetebol","BasketBol","باسکٹ بال","Bóng Rổ","篮球"
"BTI3","ফুটবল","Football","Fútbol Americano.","फ़ुटबॉल","Futbol","Futebol Americano","Footbol","فٹ بال","Bóng bầu dục","足球"
"BTI6","টেনিস","Tennis","Tenis.","टेनिस","Tenis","Tênis","Tennis","ٹینس","Quần vợt","网球"
"BTI7","বেসবল","Baseball","Béisbol.","बेसबॉल","Bisbol","Beisebol","Basebol","بیس بال","Bóng chày","棒球"
"BTI8","আইস হকি","Ice Hockey","Hockey sobre hielo.","आइस हॉकी","Hoki Es","Hóquei No Gelo","Ice Hockey","آئس ہاکی","Khúc côn cầu trên Băng","冰球"
"BTI9","বিশেষ","Specials","Especiales.","स्पेशल","Spesial","Especiais","Specials","خصوصی","Đặc biệt","特别赛事"
"BTI10","হ্যান্ডবল","Handball","Balonmano.","हेन्डबोल","Handball","Handebol","Handbol","ہینڈ بال","Bóng ném","手球"
"BTI11","রাগবি লীগ","Rugby League","Liga de rugby.","रग्बी लीग","Rugby League","Rugby League","Rugby League","رگبی لیگ","Bóng bầu dục Liên minh","橄榄球联赛"
"BTI12","গলফ","Golf","Golf","गोल्फ़","Golf","Golfe","Golf","گالف","Gôn","高尔夫"
"BTI13","স্নুকার এবং পুল","Snooker & Pool","Snooker y Billar","स्नूकर और पूल","Snooker & Pool","Sinuca e Bilhar","Snooker & Pool","سنوکر اور پول","Snooker & Bida lỗ","斯诺克和台球"
"BTI14","মোটর রেসিং","Motor Racing","Carreras de Motor","मोटर रेसिंग","Balap Motor","Automobilismo","Motor Racing","موٹر ریسنگ","Đua xe Ô tô","摩托赛车"
"BTI15","ডার্টস","Darts","Dardos","डार्ट","Darts","Dardos","Darts","ڈارٹس","Ném phi tiêu","飞镖"
"BTI16","সাইক্লিং","Cycling","Ciclismo","साइकिल चलाना","Bersepeda","Ciclismo","Cycling","سائیکلنگ","Đạp xe","自行车"
"BTI17","জুজু","Poker","Póker","पोकर","Poker","Pôquer","Poker","پوکر","Xì tố","扑克"
"BTI18","স্পিডওয়ে","Speedway","Motocross","शाहराह","Speedway","Speedway","Speedway","سپیڈ وے","Đua xe không phanh","速滑"
"BTI19","ভলিবল","Volleyball","Voleibol","वालीबाल","Bola Voli","Vôlei","Volleybol","والی بال","Bóng chuyền","排球"
"BTI20","বক্সিং","Boxing","Boxeo","मुक्केबाज़ी","Tinju","Boxe","Boxing","باکسنگ","Quyền anh","拳击"
"BTI21","অ্যাথলেটিক্স","Athletics","Atletismo","व्यायाम","Atletik","Atletismo","Athletics","ایتھلیٹکس","Điền kinh","田径"
"BTI23","হকি","Hockey","Hockey","हॉकी","Hoki","Hóquei","Hockey","ہاکی","Khúc côn cầu","曲棍球"
"BTI24","ফ্লোরবল","Floorball","Hockey sobre suelo","फ्लोरबॉल","Floorball","Floorball","Floorbol","فلور بال","Bóng sàn","地板球"
"BTI25","ফুটসাল","Futsal","Futsal","फुटसल","Futsal","Futsal","Futsal","فٹسال","Bóng đá trong nhà","室内足球"
"BTI26","টেবিল টেনিস","Table Tennis","Tenis de mesa","टेबल टेनिस","Tenis Meja","Tênis de Mesa","Table Tennis","ٹیبل ٹینس","Bóng bàn","乒乓球"
"BTI27","বাটি","Bowls","Bolos","बॉल्स","Bowls","Boliche","Bowls","پیالے","Bóng gỗ","保龄球"
"BTI28","শীতকালীন খেলাধুলা","Winter sports","Deportes de invierno","शीतकालीन स्पोर्ट्स","Winter sports","Esportes de Inverno","Winter sports","موسم سرما کے کھیل","Môn thể thao mùa đông","冬季运动"
"BTI29","হার্লিং","Hurling","Hurling","प्रक्षेपण","Hurling","Hurling","Hurling","ہرلنگ","Bóng gậy cong Hurling","曲棍球"
"BTI30","পালতোলা","Sailing","Vela","नाव चलाना","Berlayar","Vela","Sailing","کشتی رانی","Đua thuyền buồm","帆船"
"BTI31","ওয়াটার পোলো","Water Polo","Polo acuático","वाटर पोलो","Polo Air","Pólo Aquático","Water Polo","واٹر پولو","Bóng Nước","水球"
"BTI32","বিচ ভলিবল","Beach Volleyball","Voleibol de playa","समुद्र तट वॉलीबॉल","Bola Voli Pantai","Vôlei de Praia","Beach Volleybol","بیچ والی بال","Bóng chuyền Bãi biển","沙滩排球"
"BTI33","বিচ সকার","Beach Soccer","Fútbol playa","समुद्र - तट पर खेली जाने वाल फ़ुटबॉल","Sepak Bola Pantai","Futebol de Praia","Beach Soccer","بیچ ساکر","Bóng đá bãi biển","沙滩足球"
